Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6wQlQrTY5mVS8EGaFZVwVF,"Smile (with The Weeknd)","Legends Never Die","Juice WRLD;The Weeknd",2020-07-10,196180,69,true,kavya1287,2020-12-18T19:08:18Z,"melodic rap,emo rap","Grade A Productions/Interscope Records",0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,4
spotify:track:6bnF93Rx87YqUBLSgjiMU8,"Heartless","After Hours","The Weeknd",2020-03-20,198266,79,true,kavya1287,2020-12-18T19:08:26Z,"","Republic Records",0.537,0.746,10,-5.507,0,0.15,0.0236,0.000001,0.156,0.252,170.083,4
spotify:track:1EIsJed40cd7Bcv8SXVdqA,"Smile (with The Weeknd)","Smile (with The Weeknd)","Juice WRLD;The Weeknd",2020-08-07,196180,54,true,kavya1287,2020-12-18T19:08:38Z,"melodic rap,emo rap","Grade A Productions/Interscope Records",0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,4
spotify:track:7E1jVNoWuemqUryI4FxsVD,"off the table (with The Weeknd)","Positions","Ariana Grande;The Weeknd",2020-10-30,239949,66,false,kavya1287,2020-12-18T19:08:45Z,"pop","Republic Records",0.411,0.522,0,-7.295,1,0.0981,0.519,0,0.398,0.382,88.332,1
spotify:track:4F7A0DXBrmUAkp32uenhZt,"Party Monster","Starboy","The Weeknd",2016-11-25,249213,80,true,kavya1287,2020-12-18T19:08:54Z,"","Universal Republic Records",0.573,0.63,1,-8.389,1,0.105,0.189,0.0000231,0.259,0.218,77.525,4
spotify:track:57qiTKh8bVX0VtfUNTQqhw,"Nothing Without You","Starboy","The Weeknd",2016-11-25,198653,59,false,kavya1287,2020-12-18T19:09:22Z,"","Universal Republic Records",0.575,0.634,1,-8.1,1,0.0681,0.0646,0,0.0878,0.191,109.833,4
spotify:track:1CS7Sd1u5tWkstBhpssyjP,"Take Me to Church","Hozier (Expanded Edition)","Hozier",2014-09-19,241688,81,false,kavya1287,2020-12-18T19:09:51Z,"","Columbia",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
spotify:track:4bHsxqR3GMrXTxEPLuK5ue,"Don't Stop Believin'","Escape (Bonus Track Version)","Journey",1981,250986,13,false,kavya1287,2020-12-18T19:11:06Z,"aor,classic rock","Columbia",0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,4
spotify:track:57ebBLITHpRgRKGrlbxMZS,"Faithfully","Frontiers","Journey",1983-02-22,267080,1,false,kavya1287,2020-12-18T19:11:16Z,"aor,classic rock","Columbia/Legacy",0.39,0.644,11,-5.212,1,0.0281,0.0979,0,0.109,0.266,129.752,4
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,"Livin' On A Prayer","Slippery When Wet","Bon Jovi",1986-08-16,249293,82,false,kavya1287,2020-12-18T19:11:23Z,"glam metal,rock","Island Records",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,4
spotify:track:5zA8vzDGqPl2AzZkEYQGKh,"Uptown Girl","An Innocent Man","Billy Joel",1983-08-08,198294,83,false,kavya1287,2020-12-18T19:11:30Z,"soft rock","Columbia",0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4
spotify:track:5RsUlxLto4NZbhJpqJbHfN,"Jessie's Girl","Working Class Dog","Rick Springfield",1981-03-13,194120,73,false,kavya1287,2020-12-18T19:11:39Z,"yacht rock","RCA/Legacy",0.727,0.834,2,-5.851,1,0.0496,0.165,0,0.105,0.816,131.7,4
spotify:track:0vOkmmJEtjuFZDzrQSFzEE,"Hit Me With Your Best Shot","Crimes Of Passion","Pat Benatar",1980-08-05,171266,71,false,kavya1287,2020-12-18T19:11:51Z,"aor","Chrysalis\EMI Records (USA)",0.741,0.58,4,-9.05,1,0.0304,0.117,0.0000361,0.212,0.944,127.402,4
spotify:track:3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Honky Chateau","Elton John",1972-05-19,281613,84,false,kavya1287,2020-12-18T19:59:45Z,"","EMI",0.601,0.532,10,-9.119,1,0.0286,0.433,0.00000595,0.0925,0.342,136.576,4
spotify:track:2TVxnKdb3tqe1nhQWwwZCO,"Tiny Dancer","Madman Across The Water","Elton John",1971-11-05,377093,78,false,kavya1287,2020-12-18T19:59:52Z,"","EMI",0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
spotify:track:6Rvlwah55rEmg1ufhBz022,"Goodbye Yellow Brick Road - Remastered 2014","Goodbye Yellow Brick Road (Remastered / Deluxe Edition)","Elton John",1973-10-05,192826,0,false,kavya1287,2020-12-18T20:00:01Z,"","UMC (Universal Music Catalogue)",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
spotify:track:1CPmTJHyeVRWsc6Va27fpQ,"Take Me To The Pilot","Elton John","Elton John",1970-04-10,226626,46,false,kavya1287,2020-12-18T20:00:08Z,"","EMI",0.403,0.525,5,-9.283,1,0.0931,0.391,0,0.214,0.584,82.862,4
spotify:track:2u2udGmop1z67EPpr91km7,"Man in the Mirror","HIStory - PAST, PRESENT AND FUTURE - BOOK I","Michael Jackson",1995-06-16,318687,68,false,kavya1287,2020-12-18T20:00:35Z,"","Epic",0.794,0.798,8,-5.639,1,0.0366,0.429,0.0000116,0.118,0.265,100.338,4
spotify:track:7azo4rpSUh8nXgtonC6Pkq,"Thriller","Scream","Michael Jackson",2017-09-27,358053,62,false,kavya1287,2020-12-18T20:00:41Z,"","Epic/Legacy",0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,4
spotify:track:65fpYBrI8o2cfrwf2US4gq,"Rewrite The Stars","The Greatest Showman (Original Motion Picture Soundtrack)","Zac Efron;Zendaya",2017-12-08,217440,73,false,kavya1287,2021-01-05T18:38:28Z,"musicals","Atlantic Records",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,4
spotify:track:4ylWMuGbMXNDgDd8lErEle,"The Greatest Show","The Greatest Showman (Original Motion Picture Soundtrack)","Hugh Jackman;Keala Settle;Zac Efron;Zendaya;The Greatest Showman Ensemble",2017-12-08,302146,72,false,kavya1287,2021-01-05T18:38:34Z,"musicals","Atlantic Records",0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4
spotify:track:0RoA7ObU6phWpqhlC9zH4Z,"A Million Dreams","The Greatest Showman (Original Motion Picture Soundtrack)","Ziv Zaifman;Hugh Jackman;Michelle Williams",2017-12-08,269453,76,false,kavya1287,2021-01-05T18:38:41Z,"musicals","Atlantic Records",0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,3
spotify:track:4TTV7EcfroSLWzXRY6gLv6,"Alexander Hamilton","Hamilton (Original Broadway Cast Recording)","Leslie Odom Jr.;Daveed Diggs;Okieriete Onaodowan;Lin-Manuel Miranda;Phillipa Soo;Christopher Jackson;Original Broadway Cast of Hamilton",2015-09-25,236737,74,false,kavya1287,2021-02-05T01:00:23Z,"musicals","Atlantic Records",0.609,0.435,11,-7.861,0,0.285,0.522,0,0.118,0.552,131.995,4
spotify:track:4cxvludVmQxryrnx1m9FqL,"My Shot","Hamilton (Original Broadway Cast Recording)","Lin-Manuel Miranda;Daveed Diggs;Okieriete Onaodowan;Leslie Odom Jr.;Original Broadway Cast of Hamilton",2015-09-25,333154,73,true,kavya1287,2021-02-05T01:00:32Z,"musicals","Atlantic Records",0.698,0.649,8,-6.764,1,0.415,0.15,0,0.0903,0.568,180.466,4
spotify:track:2qFIJT5hjqaNFA1GKwl9me,"Take a Break","Hamilton (Original Broadway Cast Recording)","Phillipa Soo;Lin-Manuel Miranda;Renée Elise Goldsberry",2015-09-25,286485,67,false,kavya1287,2021-02-05T01:00:45Z,"musicals","Atlantic Records",0.552,0.371,4,-9.426,1,0.227,0.587,0,0.18,0.587,81.548,4
spotify:track:7lPN2DXiMsVn7XUKtOW1CS,"drivers license","drivers license","Olivia Rodrigo",2021-01-08,242013,60,true,kavya1287,2021-02-17T18:04:19Z,"","Olivia Rodrigo PS",0.585,0.436,10,-8.761,1,0.0601,0.721,0.0000131,0.105,0.132,143.874,4
spotify:track:1eNoiSrvdNWZfCOrP37jSf,"positions","Positions","Ariana Grande",2020-10-30,172324,52,false,kavya1287,2021-02-17T19:15:42Z,"pop","Republic Records",0.735,0.805,5,-4.821,1,0.0888,0.468,0,0.094,0.617,144.02,4
spotify:track:71IEKZtnuNR9W0Sl2CsvZU,"34+35","Positions","Ariana Grande",2020-10-30,173710,48,false,kavya1287,2021-02-17T19:15:50Z,"pop","Republic Records",0.822,0.577,5,-6.449,1,0.0693,0.264,0,0.265,0.496,110.005,4
spotify:track:3Hgk2MiY3hIIp6Hmf1fxeW,"motive (with Doja Cat)","Positions","Ariana Grande;Doja Cat",2020-10-30,167989,45,false,kavya1287,2021-02-17T19:15:59Z,"pop","Republic Records",0.793,0.751,10,-5.67,0,0.0795,0.0752,0,0.173,0.646,116.966,4
spotify:track:0IktbUcnAGrvD03AWnz3Q8,"Lucky","We Sing. We Dance. We Steal Things.","Jason Mraz;Colbie Caillat",2008-05-12,189613,68,false,kavya1287,2021-02-19T03:08:22Z,"soft pop,acoustic pop","Atlantic Records/ATG",0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,4
spotify:track:1pIMxRddmCGalHnRbLFkWg,"Have It All","Have It All","Jason Mraz",2018-04-27,226098,48,false,kavya1287,2021-02-19T03:08:46Z,"soft pop,acoustic pop","Atlantic Records",0.643,0.617,1,-4.95,0,0.041,0.194,0,0.0989,0.592,82.029,4
spotify:track:53QF56cjZA9RTuuMZDrSA6,"I Won't Give Up","Love Is a Four Letter Word (Deluxe Edition)","Jason Mraz",2012-04-13,240165,71,false,kavya1287,2021-02-19T03:08:58Z,"soft pop,acoustic pop","Atlantic Records",0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,3
spotify:track:4wCmqSrbyCgxEXROQE6vtV,"Somebody That I Used To Know","Making Mirrors","Gotye;Kimbra",2011-01-01,244973,78,false,kavya1287,2021-02-19T03:34:20Z,"","Samples & Seconds / Republic",0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,4
spotify:track:37R0bQOQj5a7DOqh1TGzvB,"One Call Away","Nine Track Mind","Charlie Puth",2016-01-29,194453,71,false,kavya1287,2021-05-25T21:11:27Z,"soft pop,pop","Artist Partner",0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,4
